sequence_id,ga_session_id,user_id,machine,page_location,start_date,end_date,steps,list_sequence,
45,1696439214,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-04 17:07:01.087525+00:00,2023-10-04 17:09:25.641852+00:00,7,"['selectMachine_110000556_dec_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'selectTransformations_grinding_center_change']",
47,1696485330,eamilibia,110000556 DEC,http://dm2.ideko.es/,2023-10-05 05:59:27.465108+00:00,2023-10-05 07:27:58.387390+00:00,74,"['selectMachine_110000556_dec_click', 'selectMachine_110000556_dec_click', 'returnHome_click', 'selectMachine_110000556_dec_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'selectMachine_110000556_dec_click', 'downloadFiles_click', 'sliderLastWeekId_click', 'sliderLastDatId_click', 'distributionOneChart_click', 'distributionTwoCharts_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'downloadFiles_click', 'manualSelectionModal_click']",
48,1696486203,ubueno,110000556 DEC,http://dm2.ideko.es/,2023-10-05 06:10:09.389536+00:00,2023-10-05 06:10:45.116912+00:00,4,"['selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'closeSelectFilesModal_click']",
49,1696492458,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-05 07:54:26.305451+00:00,2023-10-05 08:03:58.037017+00:00,47,"['selectMachine_110000556_dec_click', 'distributionOneChart_click', 'deleteChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'selectTransformations_grinding_center_change', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'updateFilesList_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'selectAction_axis_limits_change', 'confirmAxisLimits_click', 'logout_click']",
50,1696495302,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-05 08:42:26.618020+00:00,2023-10-05 08:55:34.977262+00:00,33,"['selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'deleteChart_click', 'distributionOneChart_click', 'distributionTwoCharts_click', 'manualSelectionModal_click', 'updateFilesList_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'selectAction_clonar_gr�fico_change', 'deleteChart_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'logout_click']",
51,1696499613,pruiz,110000556 DEC,http://dm2.ideko.es/,2023-10-05 09:53:40.661328+00:00,2023-10-05 10:08:37.247719+00:00,27,"['selectMachine_110000556_dec_click', 'deleteChart_click', 'deleteChart_click', 'deleteChart_click', 'distributionTwoCharts_click', 'distributionOneChart_click', 'distributionTwoCharts_click', 'addChart_click', 'selectSignals_wheelhead2speed_actual_change', 'selectSignals_wheelhead2speed_actual_change', 'selectSignals_wheelhead2power_change', 'selectSignals_x1axisposition_actual_change', 'addChart_click', 'selectSignals_x1axisforce_change', 'selectSignals_x1axisposition_actual_change', 'selectSignals_wheelhead2speed_actual_change', 'selectSignals_wheelhead2speed_actual_change', 'selectSignals_z1axisforce_change', 'selectSignals_z1axisforce_change', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'selectSignals_wheelhead2speed_actual_change', 'manualSelectionModal_click', 'confirmFiles_click']",
52,1696515588,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-05 14:19:54.601623+00:00,2023-10-05 14:28:13.659049+00:00,49,"['selectMachine_110000556_dec_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'closeParametersModal_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'selectAction_clonar_gr�fico_change', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'selectAction_clonar_gr�fico_change', 'addChart_click', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'manualSelectionModal_click', 'confirmFiles_click', 'logout_click']",
53,1696572628,eamilibia,110000556 DEC,http://dm2.ideko.es/,2023-10-06 06:10:38.432740+00:00,2023-10-06 08:41:59.372578+00:00,121,"['selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'confirmParameters_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'deleteChart_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_al2o3_change', 'Radiobutton_cbn_change', 'Radiobutton_fluid_oil_change', 'Radiobutton_fluid_water-based_change', 'confirmParameters_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_cbn_change', 'Radiobutton_fluid_water-based_change', 'closeParametersModal_click', 'selectIndicators_grinding_power-stats_change', 'Radiobutton_cbn_change', 'Radiobutton_al2o3_change', 'confirmParameters_click', 'deleteChart_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'deleteChart_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'updateFilesList_click', 'updateFilesList_click', 'confirmFiles_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'updateFilesList_click', 'confirmFiles_click']",
54,1696574560,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-06 06:42:47.192373+00:00,2023-10-06 06:42:53.560433+00:00,4,"['selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'closeSelectFilesModal_click']",
55,1696575683,iricondo,ESTARTA315FV-100626 (E-315,http://dm2.danobatgroup.com/,2023-10-06 07:01:31.292775+00:00,2023-10-06 07:01:42.203144+00:00,8,"['selectMachine_estarta315fv-100626_(e-315_click', 'sliderLastWeekId_click', 'sliderLastMonthId_click']",
56,1696581592,ubueno,LG600B6-100636-IDK,http://dm2.ideko.es/,2023-10-06 08:40:00.198705+00:00,2023-10-06 08:40:00.198705+00:00,3,"['selectMachine_lg600b6-100636-idk_click', 'manualSelectionModal_click']",
57,1696582266,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-06 09:23:17.912164+00:00,2023-10-06 10:07:18.002213+00:00,70,"['selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'updateFilesList_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_basic_basic-stats_change', 'closeParametersModal_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'addTagsModal_click', 'closeTagFilesModal_click', 'closeSelectFilesModal_click', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'logout_click', 'selectMachine_110000556_dec_click', 'deleteChart_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'selectTransformations_grinding_center_change', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectAction_descargar_gr�fico_change', 'manualSelectionModal_click', 'downloadFiles_click', 'logout_click']",
58,1696588677,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-06 10:38:03.614825+00:00,2023-10-06 11:04:22.559155+00:00,52,"['selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'confirmFiles_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'updateFilesList_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'logout_click', 'selectMachine_110000556_dec_click', 'deleteChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'distributionOneChart_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_basic_basic-stats_change', 'closeParametersModal_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'logout_click']",
59,1696601947,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-06 14:19:14.196001+00:00,2023-10-06 14:25:59.374832+00:00,35,"['selectMachine_110000556_dec_click', 'deleteChart_click', 'deleteChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'distributionOneChart_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'updateFilesList_click', 'updateFilesList_click', 'updateFilesList_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_z1axisforce_change', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'selectTransformations_common_moving-average_change', 'confirmParameters_click', 'logout_click']",
60,1696833940,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-09 06:45:46.480740+00:00,2023-10-09 07:11:29.002696+00:00,23,"['selectMachine_110000556_dec_click', 'selectSignals_wheelhead2power_change', 'selectSignals_wheelhead2power_change', 'manualSelectionModal_click', 'confirmFiles_click', 'selectTransformations_common_moving-average_change', 'confirmParameters_click', 'selectTransformations_common_moving-average_change', 'confirmParameters_click', 'selectMachine_110000556_dec_click', 'manualSelectionModal_click', 'confirmFiles_click', 'deleteChart_click', 'deleteChart_click', 'selectTransformations_common_moving-average_change', 'confirmParameters_click', 'logout_click']",
61,1696833940,dbarrenetxea,LG600B6-100636-IDK,http://dm2.ideko.es/,2023-10-09 07:08:48.710031+00:00,2023-10-09 07:09:08.665109+00:00,4,"['selectMachine_lg600b6-100636-idk_click', 'returnHome_click']",
62,1696853607,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-09 12:13:33.547564+00:00,2023-10-09 12:13:51.767499+00:00,5,"['selectMachine_110000556_dec_click', 'deleteChart_click', 'manualSelectionModal_click', 'logout_click']",
63,1696924143,afgomez,110000556 DEC,http://dm2.ideko.es/,2023-10-10 07:49:20.586644+00:00,2023-10-10 08:16:56.878018+00:00,12,"['selectMachine_110000556_dec_click', 'sliderLastMonthId_click', 'sliderLastWeekId_click', 'sliderLastMonthId_click', 'selectAction_delete_all_charts_change', 'distributionTwoCharts_click', 'distributionOneChart_click', 'selectSignals_wheelhead2power_change', 'sampleFiles_click']",
64,1696927283,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-10 08:41:29.182240+00:00,2023-10-10 08:49:30.283707+00:00,22,"['selectMachine_110000556_dec_click', 'deleteChart_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'updateFilesList_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'logout_click']",
65,1696947794,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-10 14:23:22.019536+00:00,2023-10-10 14:36:48.694363+00:00,58,"['selectMachine_110000556_dec_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'logout_click']",
66,1697013953,afgomez,LG600B6-100636-IDK,http://dm2.ideko.es/,2023-10-11 08:46:03.070204+00:00,2023-10-11 08:46:03.070204+00:00,3,"['selectMachine_lg600b6-100636-idk_click', 'selectSignals_wheelhead2power_change']",
67,1697440386,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-16 07:13:12.045563+00:00,2023-10-16 07:19:07.937244+00:00,14,"['selectMachine_110000556_dec_click', 'deleteChart_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'logout_click']",
68,1697465099,eamilibia,110000556 DEC,http://dm2.ideko.es/,2023-10-16 14:05:12.829735+00:00,2023-10-16 14:23:50.347200+00:00,52,"['selectMachine_110000556_dec_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'updateFilesList_click', 'updateFilesList_click', 'updateFilesList_click', 'updateFilesList_click', 'confirmFiles_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'updateFilesList_click', 'confirmFiles_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'editTagsModal_click', 'closeTagFilesModal_click', 'addTagsModal_click', 'closeTagFilesModal_click', 'updateFilesList_click', 'confirmFiles_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'updateFilesList_click', 'updateFilesList_click', 'confirmFiles_click', 'deleteChart_click', 'deleteChart_click', 'selectSignals_wheelhead2power_change', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'editIndicatorParametersModalChart_0', 'confirmParameters_click', 'deleteChart_click']",
69,1697531172,eamilibia,110000556 DEC,http://dm2.ideko.es/,2023-10-17 08:26:19.837018+00:00,2023-10-17 08:35:19.059754+00:00,33,"['selectMachine_110000556_dec_click', 'deleteChart_click', 'addChart_click', 'distributionOneChart_click', 'deleteChart_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectTransformations_common_fft_change', 'closeParametersModal_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectTransformations_common_fft_change', 'confirmParameters_click', 'selectTransformations_common_fft_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'addChart_click', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'deleteChart_click', 'selectIndicators_grinding_power-stats_change', 'selectIndicators_grinding_force-stats_change', 'closeParametersModal_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click']",
70,1697533034,dbarrenetxea,110000556 DEC,http://dm2.ideko.es/,2023-10-17 08:57:20.541803+00:00,2023-10-17 09:02:25.168862+00:00,25,"['selectMachine_110000556_dec_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'selectTransformations_grinding_center_change', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click']",
72,1697636184,eamilibia,110000556 DEC,http://dm2.ideko.es/,2023-10-18 13:36:34.553253+00:00,2023-10-18 13:49:00.784391+00:00,40,"['selectMachine_110000556_dec_click', 'deleteChart_click', 'distributionOneChart_click', 'selectTransformations_common_fft_change', 'closeParametersModal_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'updateFilesList_click', 'updateFilesList_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'deleteChart_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectAction_editar_selecci�n_de_ficheros_change', 'updateFilesList_click', 'confirmFiles_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'updateFilesList_click', 'confirmFiles_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'updateFilesList_click', 'confirmFiles_click']",
73,1697702192,eamilibia,110000556 DEC,http://dm2.ideko.es/,2023-10-19 07:56:39.733555+00:00,2023-10-19 08:02:55.806021+00:00,12,"['selectMachine_110000556_dec_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'updateFilesList_click', 'confirmFiles_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'updateFilesList_click', 'confirmFiles_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click']",
74,1697714782,eamilibia,110000556 DEC,http://dm2.ideko.es/,2023-10-19 11:26:29.296764+00:00,2023-10-19 11:59:48.777183+00:00,89,"['selectMachine_110000556_dec_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'updateFilesList_click', 'confirmFiles_click', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'manualSelectionModal_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click', 'selectAction_clonar_gr�fico_change', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'closeSelectFilesModal_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'closeSelectFilesModal_click', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'selectMachine_110000556_dec_click', 'deleteChart_click', 'deleteChart_click', 'deleteChart_click', 'distributionOneChart_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'updateFilesList_click', 'confirmFiles_click', 'selectAction_editar_selecci�n_de_ficheros_change', 'updateFilesList_click', 'confirmFiles_click', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'deleteChart_click', 'manualSelectionModal_click', 'updateFilesList_click', 'confirmFiles_click', 'selectAction_clonar_gr�fico_change', 'addChart_click', 'selectSignals_wheelhead2power_change', 'selectIndicators_grinding_power-stats_change', 'confirmParameters_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'closeSelectFilesModal_click', 'manualSelectionModal_click', 'confirmFiles_click', 'manualSelectionModal_click', 'confirmFiles_click']",
